,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
42,240.0,240.0,43.0,93.0,0.462,4.0,22.0,0.182,19.0,23.0,0.826,16.0,44.0,60.0,24.0,7.0,8.0,13.0,17.0,109.0,,0.529,0.484,0.237,0.247,37.2,80.0,61.2,55.8,7.3,17.0,11.2,100.0,113.9,102.4,,,12.0,24.0,0.667,4.0,11.0,0.364,10.0,12.0,1.0,3.0,8.0,11.0,7.0,2.0,2.0,4.0,4.0,29.0,13.0,0.712,0.667,0.458,0.667,16.8,23.0,18.5,30.2,11.2,11.5,33.3,34.3,164.0,110.0,GSW,109,0,1,240.0,240.0,34.0,89.0,0.382,13.0,42.0,0.31,17.0,22.0,0.773,11.0,27.0,38.0,23.0,7.0,12.0,10.0,23.0,98.0,,0.497,0.455,0.472,0.247,20.0,62.8,38.8,67.6,7.3,16.9,9.2,100.0,102.4,113.9,,,7.0,21.0,0.778,5.0,12.0,0.5,10.0,11.0,1.0,4.0,7.0,8.0,5.0,2.0,7.0,4.0,6.0,18.0,4.0,0.759,0.778,1.0,0.556,11.3,29.1,14.6,28.6,3.3,14.8,26.3,32.6,154.0,125.0,BRK,98,1,2024,2024-02-05,True
43,240.0,240.0,34.0,89.0,0.382,13.0,42.0,0.31,17.0,22.0,0.773,11.0,27.0,38.0,23.0,7.0,12.0,10.0,23.0,98.0,,0.497,0.455,0.472,0.247,20.0,62.8,38.8,67.6,7.3,16.9,9.2,100.0,102.4,113.9,,,7.0,21.0,0.778,5.0,12.0,0.5,10.0,11.0,1.0,4.0,7.0,8.0,5.0,2.0,7.0,4.0,6.0,18.0,4.0,0.759,0.778,1.0,0.556,11.3,29.1,14.6,28.6,3.3,14.8,26.3,32.6,154.0,125.0,BRK,98,1,0,240.0,240.0,43.0,93.0,0.462,4.0,22.0,0.182,19.0,23.0,0.826,16.0,44.0,60.0,24.0,7.0,8.0,13.0,17.0,109.0,,0.529,0.484,0.237,0.247,37.2,80.0,61.2,55.8,7.3,17.0,11.2,100.0,113.9,102.4,,,12.0,24.0,0.667,4.0,11.0,0.364,10.0,12.0,1.0,3.0,8.0,11.0,7.0,2.0,2.0,4.0,4.0,29.0,13.0,0.712,0.667,0.458,0.667,16.8,23.0,18.5,30.2,11.2,11.5,33.3,34.3,164.0,110.0,GSW,109,0,2024,2024-02-05,False
44,240.0,240.0,47.0,88.0,0.534,14.0,37.0,0.378,12.0,14.0,0.857,8.0,30.0,38.0,31.0,6.0,5.0,16.0,17.0,120.0,,0.637,0.614,0.42,0.159,20.5,71.4,46.9,66.0,6.1,9.8,14.5,100.0,121.4,130.5,,,14.0,24.0,1.0,5.0,9.0,1.0,5.0,6.0,1.0,2.0,8.0,9.0,10.0,2.0,2.0,4.0,4.0,35.0,4.0,1.0,1.0,1.0,0.375,14.2,39.5,23.0,34.3,2.5,6.5,28.6,33.0,156.0,137.0,PHO,120,0,1,240.0,240.0,49.0,95.0,0.516,17.0,44.0,0.386,14.0,18.0,0.778,12.0,31.0,43.0,29.0,7.0,4.0,9.0,13.0,129.0,,0.627,0.605,0.463,0.189,28.6,79.5,53.1,59.2,7.1,7.8,8.0,100.0,130.5,121.4,,,12.0,17.0,0.875,7.0,11.0,1.0,7.0,8.0,1.0,6.0,8.0,10.0,15.0,3.0,2.0,7.0,2.0,32.0,23.0,0.938,0.938,0.833,0.471,32.9,25.7,28.4,48.3,5.1,6.9,28.1,25.3,193.0,127.0,ATL,129,1,2024,2024-02-02,False
45,240.0,240.0,49.0,95.0,0.516,17.0,44.0,0.386,14.0,18.0,0.778,12.0,31.0,43.0,29.0,7.0,4.0,9.0,13.0,129.0,,0.627,0.605,0.463,0.189,28.6,79.5,53.1,59.2,7.1,7.8,8.0,100.0,130.5,121.4,,,12.0,17.0,0.875,7.0,11.0,1.0,7.0,8.0,1.0,6.0,8.0,10.0,15.0,3.0,2.0,7.0,2.0,32.0,23.0,0.938,0.938,0.833,0.471,32.9,25.7,28.4,48.3,5.1,6.9,28.1,25.3,193.0,127.0,ATL,129,1,0,240.0,240.0,47.0,88.0,0.534,14.0,37.0,0.378,12.0,14.0,0.857,8.0,30.0,38.0,31.0,6.0,5.0,16.0,17.0,120.0,,0.637,0.614,0.42,0.159,20.5,71.4,46.9,66.0,6.1,9.8,14.5,100.0,121.4,130.5,,,14.0,24.0,1.0,5.0,9.0,1.0,5.0,6.0,1.0,2.0,8.0,9.0,10.0,2.0,2.0,4.0,4.0,35.0,4.0,1.0,1.0,1.0,0.375,14.2,39.5,23.0,34.3,2.5,6.5,28.6,33.0,156.0,137.0,PHO,120,0,2024,2024-02-02,True
46,240.0,240.0,39.0,85.0,0.459,11.0,31.0,0.355,14.0,15.0,0.933,15.0,27.0,42.0,29.0,6.0,3.0,13.0,16.0,103.0,,0.562,0.524,0.365,0.176,34.9,65.9,50.0,74.4,7.0,5.2,12.4,100.0,119.5,130.0,,,13.0,19.0,1.0,4.0,8.0,1.0,6.0,6.0,1.0,4.0,6.0,9.0,9.0,3.0,2.0,4.0,4.0,27.0,10.0,1.333,1.333,0.714,0.375,21.4,20.8,15.2,38.4,4.9,4.3,25.0,29.7,150.0,139.0,POR,103,0,1,240.0,240.0,42.0,86.0,0.488,12.0,28.0,0.429,16.0,19.0,0.842,14.0,28.0,42.0,26.0,8.0,6.0,8.0,11.0,112.0,,0.593,0.558,0.326,0.221,34.1,65.1,50.0,61.9,9.3,11.1,7.8,100.0,130.0,119.5,,,12.0,20.0,1.0,4.0,6.0,0.667,4.0,5.0,1.0,3.0,7.0,8.0,10.0,2.0,3.0,3.0,3.0,29.0,18.0,1.0,1.0,0.6,0.75,14.6,22.8,13.5,45.2,3.7,11.1,21.6,33.1,200.0,124.0,DEN,112,1,2024,2024-02-04,False
47,240.0,240.0,42.0,86.0,0.488,12.0,28.0,0.429,16.0,19.0,0.842,14.0,28.0,42.0,26.0,8.0,6.0,8.0,11.0,112.0,,0.593,0.558,0.326,0.221,34.1,65.1,50.0,61.9,9.3,11.1,7.8,100.0,130.0,119.5,,,12.0,20.0,1.0,4.0,6.0,0.667,4.0,5.0,1.0,3.0,7.0,8.0,10.0,2.0,3.0,3.0,3.0,29.0,18.0,1.0,1.0,0.6,0.75,14.6,22.8,13.5,45.2,3.7,11.1,21.6,33.1,200.0,124.0,DEN,112,1,0,240.0,240.0,39.0,85.0,0.459,11.0,31.0,0.355,14.0,15.0,0.933,15.0,27.0,42.0,29.0,6.0,3.0,13.0,16.0,103.0,,0.562,0.524,0.365,0.176,34.9,65.9,50.0,74.4,7.0,5.2,12.4,100.0,119.5,130.0,,,13.0,19.0,1.0,4.0,8.0,1.0,6.0,6.0,1.0,4.0,6.0,9.0,9.0,3.0,2.0,4.0,4.0,27.0,10.0,1.333,1.333,0.714,0.375,21.4,20.8,15.2,38.4,4.9,4.3,25.0,29.7,150.0,139.0,POR,103,0,2024,2024-02-04,True
48,240.0,240.0,42.0,84.0,0.5,15.0,39.0,0.385,24.0,29.0,0.828,4.0,36.0,40.0,33.0,12.0,1.0,16.0,18.0,123.0,,0.636,0.589,0.464,0.345,10.0,76.6,46.0,78.6,11.4,1.8,14.2,100.0,116.8,109.2,,,13.0,24.0,0.75,5.0,11.0,0.714,10.0,12.0,1.0,2.0,14.0,14.0,10.0,5.0,1.0,6.0,5.0,41.0,13.0,0.948,0.938,0.875,1.0,17.4,36.2,19.6,36.0,6.4,2.5,41.6,38.8,141.0,119.0,SAC,123,0,1,240.0,240.0,42.0,91.0,0.462,11.0,34.0,0.324,20.0,22.0,0.909,11.0,36.0,47.0,24.0,13.0,3.0,16.0,20.0,115.0,,0.571,0.522,0.374,0.242,23.4,90.0,54.0,57.1,12.3,6.7,13.7,100.0,109.2,116.8,,,10.0,18.0,0.556,4.0,9.0,0.571,14.0,15.0,1.0,4.0,10.0,12.0,6.0,4.0,2.0,4.0,5.0,26.0,4.0,0.689,0.667,1.0,1.071,33.5,35.4,32.5,20.8,13.1,8.1,36.4,27.0,121.0,125.0,CHI,115,1,2024,2024-02-03,True
49,240.0,240.0,42.0,91.0,0.462,11.0,34.0,0.324,20.0,22.0,0.909,11.0,36.0,47.0,24.0,13.0,3.0,16.0,20.0,115.0,,0.571,0.522,0.374,0.242,23.4,90.0,54.0,57.1,12.3,6.7,13.7,100.0,109.2,116.8,,,10.0,18.0,0.556,4.0,9.0,0.571,14.0,15.0,1.0,4.0,10.0,12.0,6.0,4.0,2.0,4.0,5.0,26.0,4.0,0.689,0.667,1.0,1.071,33.5,35.4,32.5,20.8,13.1,8.1,36.4,27.0,121.0,125.0,CHI,115,1,0,240.0,240.0,42.0,84.0,0.5,15.0,39.0,0.385,24.0,29.0,0.828,4.0,36.0,40.0,33.0,12.0,1.0,16.0,18.0,123.0,,0.636,0.589,0.464,0.345,10.0,76.6,46.0,78.6,11.4,1.8,14.2,100.0,116.8,109.2,,,13.0,24.0,0.75,5.0,11.0,0.714,10.0,12.0,1.0,2.0,14.0,14.0,10.0,5.0,1.0,6.0,5.0,41.0,13.0,0.948,0.938,0.875,1.0,17.4,36.2,19.6,36.0,6.4,2.5,41.6,38.8,141.0,119.0,SAC,123,0,2024,2024-02-03,False
50,240.0,240.0,50.0,89.0,0.562,8.0,34.0,0.235,16.0,19.0,0.842,7.0,41.0,48.0,36.0,5.0,6.0,16.0,12.0,124.0,,0.637,0.607,0.382,0.213,19.4,89.1,58.5,72.0,4.8,9.4,14.1,100.0,118.4,112.7,,,12.0,22.0,0.75,5.0,12.0,0.5,4.0,4.0,1.0,3.0,12.0,15.0,11.0,1.0,3.0,5.0,3.0,28.0,16.0,0.814,0.75,0.625,0.8,13.4,52.4,35.3,41.2,4.2,6.1,34.9,29.3,168.0,117.0,LAL,124,0,1,240.0,240.0,47.0,96.0,0.49,13.0,32.0,0.406,11.0,14.0,0.786,5.0,29.0,34.0,26.0,9.0,1.0,9.0,16.0,118.0,,0.578,0.557,0.333,0.146,10.9,80.6,41.5,55.3,8.6,1.8,8.1,100.0,112.7,118.4,,,16.0,26.0,0.615,5.0,11.0,1.0,4.0,4.0,1.0,1.0,8.0,9.0,6.0,4.0,1.0,2.0,4.0,41.0,4.0,0.738,0.712,0.5,0.5,6.6,33.8,18.6,23.2,5.5,2.7,20.2,36.4,228.0,125.0,CHO,118,1,2024,2024-02-05,True
51,240.0,240.0,47.0,96.0,0.49,13.0,32.0,0.406,11.0,14.0,0.786,5.0,29.0,34.0,26.0,9.0,1.0,9.0,16.0,118.0,,0.578,0.557,0.333,0.146,10.9,80.6,41.5,55.3,8.6,1.8,8.1,100.0,112.7,118.4,,,16.0,26.0,0.615,5.0,11.0,1.0,4.0,4.0,1.0,1.0,8.0,9.0,6.0,4.0,1.0,2.0,4.0,41.0,4.0,0.738,0.712,0.5,0.5,6.6,33.8,18.6,23.2,5.5,2.7,20.2,36.4,228.0,125.0,CHO,118,1,0,240.0,240.0,50.0,89.0,0.562,8.0,34.0,0.235,16.0,19.0,0.842,7.0,41.0,48.0,36.0,5.0,6.0,16.0,12.0,124.0,,0.637,0.607,0.382,0.213,19.4,89.1,58.5,72.0,4.8,9.4,14.1,100.0,118.4,112.7,,,12.0,22.0,0.75,5.0,12.0,0.5,4.0,4.0,1.0,3.0,12.0,15.0,11.0,1.0,3.0,5.0,3.0,28.0,16.0,0.814,0.75,0.625,0.8,13.4,52.4,35.3,41.2,4.2,6.1,34.9,29.3,168.0,117.0,LAL,124,0,2024,2024-02-05,False
52,240.0,240.0,50.0,88.0,0.568,12.0,30.0,0.4,17.0,25.0,0.68,5.0,31.0,36.0,34.0,13.0,2.0,11.0,21.0,129.0,,0.652,0.636,0.341,0.284,12.8,79.5,46.2,68.0,12.6,4.8,10.0,100.0,125.2,113.6,,,20.0,28.0,1.0,5.0,8.0,1.0,6.0,10.0,1.0,3.0,7.0,10.0,10.0,5.0,1.0,6.0,5.0,48.0,25.0,1.25,1.25,0.889,0.545,11.8,27.6,19.7,45.8,5.8,3.0,100.0,36.3,250.0,124.0,MIL,129,0,1,240.0,240.0,40.0,81.0,0.494,16.0,39.0,0.41,21.0,23.0,0.913,8.0,34.0,42.0,22.0,9.0,1.0,21.0,19.0,117.0,,0.642,0.593,0.481,0.284,20.5,87.2,53.8,55.0,8.7,1.7,18.7,100.0,113.6,125.2,,,13.0,26.0,1.0,4.0,12.0,0.571,10.0,11.0,1.0,3.0,9.0,9.0,11.0,2.0,1.0,9.0,5.0,40.0,13.0,1.064,1.0,0.667,2.0,19.9,33.2,26.6,49.2,2.8,4.5,40.0,40.2,175.0,128.0,DAL,117,1,2024,2024-02-03,True
53,240.0,240.0,40.0,81.0,0.494,16.0,39.0,0.41,21.0,23.0,0.913,8.0,34.0,42.0,22.0,9.0,1.0,21.0,19.0,117.0,,0.642,0.593,0.481,0.284,20.5,87.2,53.8,55.0,8.7,1.7,18.7,100.0,113.6,125.2,,,13.0,26.0,1.0,4.0,12.0,0.571,10.0,11.0,1.0,3.0,9.0,9.0,11.0,2.0,1.0,9.0,5.0,40.0,13.0,1.064,1.0,0.667,2.0,19.9,33.2,26.6,49.2,2.8,4.5,40.0,40.2,175.0,128.0,DAL,117,1,0,240.0,240.0,50.0,88.0,0.568,12.0,30.0,0.4,17.0,25.0,0.68,5.0,31.0,36.0,34.0,13.0,2.0,11.0,21.0,129.0,,0.652,0.636,0.341,0.284,12.8,79.5,46.2,68.0,12.6,4.8,10.0,100.0,125.2,113.6,,,20.0,28.0,1.0,5.0,8.0,1.0,6.0,10.0,1.0,3.0,7.0,10.0,10.0,5.0,1.0,6.0,5.0,48.0,25.0,1.25,1.25,0.889,0.545,11.8,27.6,19.7,45.8,5.8,3.0,100.0,36.3,250.0,124.0,MIL,129,0,2024,2024-02-03,False
54,240.0,240.0,42.0,93.0,0.452,13.0,33.0,0.394,8.0,13.0,0.615,9.0,35.0,44.0,21.0,9.0,9.0,13.0,25.0,105.0,,0.532,0.522,0.355,0.14,20.0,59.3,42.3,50.0,9.2,13.8,11.6,100.0,107.0,111.1,,,9.0,19.0,0.818,3.0,7.0,1.0,2.0,3.0,1.0,4.0,8.0,9.0,6.0,3.0,2.0,5.0,6.0,20.0,5.0,0.874,0.909,0.875,0.5,12.0,27.3,17.5,38.0,6.6,6.7,33.3,30.2,149.0,119.0,IND,105,0,1,240.0,240.0,41.0,103.0,0.398,8.0,38.0,0.211,19.0,25.0,0.76,24.0,36.0,60.0,15.0,8.0,7.0,10.0,14.0,109.0,,0.478,0.437,0.369,0.243,40.7,80.0,57.7,36.6,8.2,11.7,8.1,100.0,111.1,107.0,,,15.0,30.0,1.0,4.0,16.0,0.375,9.0,11.0,1.0,8.0,11.0,19.0,6.0,4.0,3.0,2.0,4.0,40.0,10.0,1.0,1.0,0.667,1.0,26.0,33.1,24.7,24.7,4.5,19.2,50.0,38.7,156.0,113.0,NYK,109,1,2024,2024-02-01,False
55,240.0,240.0,41.0,103.0,0.398,8.0,38.0,0.211,19.0,25.0,0.76,24.0,36.0,60.0,15.0,8.0,7.0,10.0,14.0,109.0,,0.478,0.437,0.369,0.243,40.7,80.0,57.7,36.6,8.2,11.7,8.1,100.0,111.1,107.0,,,15.0,30.0,1.0,4.0,16.0,0.375,9.0,11.0,1.0,8.0,11.0,19.0,6.0,4.0,3.0,2.0,4.0,40.0,10.0,1.0,1.0,0.667,1.0,26.0,33.1,24.7,24.7,4.5,19.2,50.0,38.7,156.0,113.0,NYK,109,1,0,240.0,240.0,42.0,93.0,0.452,13.0,33.0,0.394,8.0,13.0,0.615,9.0,35.0,44.0,21.0,9.0,9.0,13.0,25.0,105.0,,0.532,0.522,0.355,0.14,20.0,59.3,42.3,50.0,9.2,13.8,11.6,100.0,107.0,111.1,,,9.0,19.0,0.818,3.0,7.0,1.0,2.0,3.0,1.0,4.0,8.0,9.0,6.0,3.0,2.0,5.0,6.0,20.0,5.0,0.874,0.909,0.875,0.5,12.0,27.3,17.5,38.0,6.6,6.7,33.3,30.2,149.0,119.0,IND,105,0,2024,2024-02-01,True
56,240.0,240.0,46.0,95.0,0.484,7.0,26.0,0.269,15.0,21.0,0.714,13.0,26.0,39.0,29.0,14.0,3.0,9.0,17.0,114.0,,0.547,0.521,0.274,0.221,26.0,59.1,41.5,63.0,14.1,5.3,7.9,100.0,115.1,114.1,,,12.0,21.0,0.75,3.0,10.0,0.5,9.0,13.0,1.0,3.0,6.0,9.0,6.0,3.0,1.0,2.0,4.0,33.0,20.0,0.75,0.75,0.8,0.619,11.9,24.2,17.0,25.6,12.0,2.3,100.0,32.8,161.0,126.0,NOP,114,0,1,240.0,240.0,46.0,96.0,0.479,10.0,39.0,0.256,11.0,18.0,0.611,18.0,37.0,55.0,35.0,6.0,10.0,18.0,16.0,113.0,,0.544,0.531,0.406,0.188,40.9,74.0,58.5,76.1,6.1,14.5,14.8,100.0,114.1,115.1,,,11.0,21.0,0.75,5.0,10.0,0.5,3.0,6.0,1.0,7.0,9.0,16.0,7.0,2.0,3.0,6.0,4.0,28.0,11.0,0.875,0.875,1.0,0.5,25.0,30.4,26.8,59.5,5.0,7.3,28.7,28.9,191.0,123.0,SAS,113,1,2024,2024-02-02,True
57,240.0,240.0,46.0,96.0,0.479,10.0,39.0,0.256,11.0,18.0,0.611,18.0,37.0,55.0,35.0,6.0,10.0,18.0,16.0,113.0,,0.544,0.531,0.406,0.188,40.9,74.0,58.5,76.1,6.1,14.5,14.8,100.0,114.1,115.1,,,11.0,21.0,0.75,5.0,10.0,0.5,3.0,6.0,1.0,7.0,9.0,16.0,7.0,2.0,3.0,6.0,4.0,28.0,11.0,0.875,0.875,1.0,0.5,25.0,30.4,26.8,59.5,5.0,7.3,28.7,28.9,191.0,123.0,SAS,113,1,0,240.0,240.0,46.0,95.0,0.484,7.0,26.0,0.269,15.0,21.0,0.714,13.0,26.0,39.0,29.0,14.0,3.0,9.0,17.0,114.0,,0.547,0.521,0.274,0.221,26.0,59.1,41.5,63.0,14.1,5.3,7.9,100.0,115.1,114.1,,,12.0,21.0,0.75,3.0,10.0,0.5,9.0,13.0,1.0,3.0,6.0,9.0,6.0,3.0,1.0,2.0,4.0,33.0,20.0,0.75,0.75,0.8,0.619,11.9,24.2,17.0,25.6,12.0,2.3,100.0,32.8,161.0,126.0,NOP,114,0,2024,2024-02-02,False
58,240.0,240.0,45.0,92.0,0.489,11.0,33.0,0.333,14.0,18.0,0.778,11.0,38.0,49.0,34.0,5.0,4.0,11.0,15.0,115.0,,0.575,0.549,0.359,0.196,25.6,77.6,53.3,75.6,5.2,6.8,9.9,100.0,119.4,102.8,,,11.0,20.0,1.0,3.0,5.0,0.667,4.0,6.0,1.0,3.0,7.0,10.0,9.0,1.0,2.0,4.0,3.0,25.0,30.0,1.0,1.0,1.0,0.5,64.4,56.5,60.2,100.0,2.5,8.0,75.0,26.2,210.0,112.0,IND,115,0,1,240.0,240.0,35.0,88.0,0.398,8.0,29.0,0.276,21.0,25.0,0.84,11.0,32.0,43.0,18.0,6.0,5.0,10.0,16.0,99.0,,0.5,0.443,0.33,0.284,22.4,74.4,46.7,51.4,6.2,8.5,9.2,100.0,102.8,119.4,,,10.0,25.0,1.0,5.0,12.0,1.0,10.0,12.0,1.0,3.0,7.0,10.0,4.0,2.0,2.0,5.0,4.0,35.0,7.0,1.0,1.0,0.5,2.0,9.2,32.1,16.1,22.4,3.9,4.4,40.0,36.5,205.0,127.0,CHO,99,1,2024,2024-02-04,True
59,240.0,240.0,35.0,88.0,0.398,8.0,29.0,0.276,21.0,25.0,0.84,11.0,32.0,43.0,18.0,6.0,5.0,10.0,16.0,99.0,,0.5,0.443,0.33,0.284,22.4,74.4,46.7,51.4,6.2,8.5,9.2,100.0,102.8,119.4,,,10.0,25.0,1.0,5.0,12.0,1.0,10.0,12.0,1.0,3.0,7.0,10.0,4.0,2.0,2.0,5.0,4.0,35.0,7.0,1.0,1.0,0.5,2.0,9.2,32.1,16.1,22.4,3.9,4.4,40.0,36.5,205.0,127.0,CHO,99,1,0,240.0,240.0,45.0,92.0,0.489,11.0,33.0,0.333,14.0,18.0,0.778,11.0,38.0,49.0,34.0,5.0,4.0,11.0,15.0,115.0,,0.575,0.549,0.359,0.196,25.6,77.6,53.3,75.6,5.2,6.8,9.9,100.0,119.4,102.8,,,11.0,20.0,1.0,3.0,5.0,0.667,4.0,6.0,1.0,3.0,7.0,10.0,9.0,1.0,2.0,4.0,3.0,25.0,30.0,1.0,1.0,1.0,0.5,64.4,56.5,60.2,100.0,2.5,8.0,75.0,26.2,210.0,112.0,IND,115,0,2024,2024-02-04,False
60,240.0,240.0,46.0,97.0,0.474,13.0,44.0,0.295,12.0,13.0,0.923,10.0,41.0,51.0,31.0,6.0,4.0,9.0,19.0,117.0,,0.57,0.541,0.454,0.134,20.0,74.5,48.6,67.4,6.0,6.9,8.1,100.0,116.5,100.6,,,12.0,20.0,0.733,4.0,9.0,1.0,3.0,4.0,1.0,4.0,12.0,16.0,7.0,2.0,2.0,3.0,5.0,31.0,26.0,0.835,0.833,1.0,0.667,12.5,34.1,23.8,31.8,3.4,6.0,43.6,30.1,166.0,112.0,CLE,117,0,1,240.0,240.0,36.0,98.0,0.367,12.0,40.0,0.3,17.0,21.0,0.81,14.0,40.0,54.0,23.0,6.0,6.0,11.0,13.0,101.0,,0.471,0.429,0.408,0.214,25.5,80.0,51.4,63.9,6.0,11.3,9.3,100.0,100.6,116.5,,,7.0,16.0,0.636,3.0,8.0,0.667,7.0,8.0,1.0,4.0,10.0,14.0,8.0,2.0,2.0,3.0,3.0,22.0,10.0,0.8,0.8,0.8,0.5,13.0,35.7,23.8,44.0,3.6,8.0,25.0,34.0,168.0,125.0,SAS,101,1,2024,2024-02-03,True
61,240.0,240.0,36.0,98.0,0.367,12.0,40.0,0.3,17.0,21.0,0.81,14.0,40.0,54.0,23.0,6.0,6.0,11.0,13.0,101.0,,0.471,0.429,0.408,0.214,25.5,80.0,51.4,63.9,6.0,11.3,9.3,100.0,100.6,116.5,,,7.0,16.0,0.636,3.0,8.0,0.667,7.0,8.0,1.0,4.0,10.0,14.0,8.0,2.0,2.0,3.0,3.0,22.0,10.0,0.8,0.8,0.8,0.5,13.0,35.7,23.8,44.0,3.6,8.0,25.0,34.0,168.0,125.0,SAS,101,1,0,240.0,240.0,46.0,97.0,0.474,13.0,44.0,0.295,12.0,13.0,0.923,10.0,41.0,51.0,31.0,6.0,4.0,9.0,19.0,117.0,,0.57,0.541,0.454,0.134,20.0,74.5,48.6,67.4,6.0,6.9,8.1,100.0,116.5,100.6,,,12.0,20.0,0.733,4.0,9.0,1.0,3.0,4.0,1.0,4.0,12.0,16.0,7.0,2.0,2.0,3.0,5.0,31.0,26.0,0.835,0.833,1.0,0.667,12.5,34.1,23.8,31.8,3.4,6.0,43.6,30.1,166.0,112.0,CLE,117,0,2024,2024-02-03,False
62,240.0,240.0,51.0,90.0,0.567,13.0,34.0,0.382,18.0,28.0,0.643,9.0,29.0,38.0,26.0,15.0,3.0,16.0,17.0,133.0,,0.65,0.639,0.378,0.311,22.5,78.4,49.4,51.0,13.9,5.4,13.5,100.0,123.5,113.3,,,11.0,21.0,0.8,4.0,7.0,0.75,8.0,9.0,1.0,3.0,8.0,11.0,7.0,6.0,1.0,4.0,5.0,26.0,12.0,1.105,1.1,0.857,0.643,10.3,35.5,19.7,30.4,7.6,5.9,26.1,30.8,225.0,123.0,SAC,133,0,1,240.0,240.0,46.0,85.0,0.541,10.0,29.0,0.345,20.0,24.0,0.833,8.0,31.0,39.0,23.0,13.0,3.0,22.0,20.0,122.0,,0.638,0.6,0.341,0.282,21.6,77.5,50.6,50.0,12.1,5.4,18.7,100.0,113.3,123.5,,,10.0,15.0,0.714,3.0,8.0,1.0,9.0,10.0,1.0,3.0,6.0,8.0,7.0,2.0,1.0,5.0,6.0,31.0,1.0,0.842,0.786,1.0,0.714,11.0,27.0,18.4,37.1,3.9,13.0,66.7,29.3,159.0,132.0,IND,122,1,2024,2024-02-02,True
63,240.0,240.0,46.0,85.0,0.541,10.0,29.0,0.345,20.0,24.0,0.833,8.0,31.0,39.0,23.0,13.0,3.0,22.0,20.0,122.0,,0.638,0.6,0.341,0.282,21.6,77.5,50.6,50.0,12.1,5.4,18.7,100.0,113.3,123.5,,,10.0,15.0,0.714,3.0,8.0,1.0,9.0,10.0,1.0,3.0,6.0,8.0,7.0,2.0,1.0,5.0,6.0,31.0,1.0,0.842,0.786,1.0,0.714,11.0,27.0,18.4,37.1,3.9,13.0,66.7,29.3,159.0,132.0,IND,122,1,0,240.0,240.0,51.0,90.0,0.567,13.0,34.0,0.382,18.0,28.0,0.643,9.0,29.0,38.0,26.0,15.0,3.0,16.0,17.0,133.0,,0.65,0.639,0.378,0.311,22.5,78.4,49.4,51.0,13.9,5.4,13.5,100.0,123.5,113.3,,,11.0,21.0,0.8,4.0,7.0,0.75,8.0,9.0,1.0,3.0,8.0,11.0,7.0,6.0,1.0,4.0,5.0,26.0,12.0,1.105,1.1,0.857,0.643,10.3,35.5,19.7,30.4,7.6,5.9,26.1,30.8,225.0,123.0,SAC,133,0,2024,2024-02-02,False
