,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
20,240.0,240.0,42.0,87.0,0.483,17.0,43.0,0.395,17.0,23.0,0.739,8.0,36.0,44.0,28.0,6.0,4.0,9.0,16.0,118.0,,0.607,0.58,0.494,0.264,18.6,69.2,46.3,66.7,6.3,6.3,8.5,100.0,123.7,106.9,,,10.0,17.0,1.0,4.0,10.0,0.667,6.0,7.0,1.0,2.0,8.0,8.0,8.0,2.0,1.0,3.0,4.0,23.0,17.0,0.929,1.0,0.778,1.4,35.1,29.2,22.4,71.8,15.8,3.5,50.0,37.5,240.0,117.0,DAL,118,0,1,240.0,240.0,40.0,93.0,0.43,8.0,29.0,0.276,14.0,20.0,0.7,16.0,35.0,51.0,20.0,8.0,5.0,11.0,21.0,102.0,,0.501,0.473,0.312,0.215,30.8,81.4,53.7,50.0,8.4,11.4,9.8,100.0,106.9,123.7,,,8.0,17.0,1.0,2.0,7.0,1.0,3.0,5.0,1.0,4.0,6.0,10.0,7.0,3.0,1.0,3.0,4.0,19.0,4.0,0.931,1.0,1.0,2.0,20.8,37.7,28.4,32.7,8.9,19.2,21.0,36.5,168.0,132.0,PHI,102,1,2024,2024-02-05,True
21,240.0,240.0,40.0,93.0,0.43,8.0,29.0,0.276,14.0,20.0,0.7,16.0,35.0,51.0,20.0,8.0,5.0,11.0,21.0,102.0,,0.501,0.473,0.312,0.215,30.8,81.4,53.7,50.0,8.4,11.4,9.8,100.0,106.9,123.7,,,8.0,17.0,1.0,2.0,7.0,1.0,3.0,5.0,1.0,4.0,6.0,10.0,7.0,3.0,1.0,3.0,4.0,19.0,4.0,0.931,1.0,1.0,2.0,20.8,37.7,28.4,32.7,8.9,19.2,21.0,36.5,168.0,132.0,PHI,102,1,0,240.0,240.0,42.0,87.0,0.483,17.0,43.0,0.395,17.0,23.0,0.739,8.0,36.0,44.0,28.0,6.0,4.0,9.0,16.0,118.0,,0.607,0.58,0.494,0.264,18.6,69.2,46.3,66.7,6.3,6.3,8.5,100.0,123.7,106.9,,,10.0,17.0,1.0,4.0,10.0,0.667,6.0,7.0,1.0,2.0,8.0,8.0,8.0,2.0,1.0,3.0,4.0,23.0,17.0,0.929,1.0,0.778,1.4,35.1,29.2,22.4,71.8,15.8,3.5,50.0,37.5,240.0,117.0,DAL,118,0,2024,2024-02-05,False
22,240.0,240.0,40.0,84.0,0.476,10.0,31.0,0.323,10.0,15.0,0.667,10.0,28.0,38.0,27.0,4.0,6.0,18.0,12.0,100.0,,0.552,0.536,0.369,0.179,22.7,62.2,42.7,67.5,4.1,10.2,16.6,100.0,103.7,143.1,,,9.0,16.0,1.0,4.0,8.0,0.5,5.0,6.0,1.0,2.0,8.0,9.0,6.0,1.0,2.0,4.0,3.0,22.0,-4.0,0.935,1.0,0.5,2.0,9.1,44.4,27.0,34.9,4.1,6.8,44.4,33.1,168.0,152.0,TOR,100,0,1,240.0,240.0,53.0,104.0,0.51,19.0,45.0,0.422,13.0,13.0,1.0,17.0,34.0,51.0,36.0,11.0,5.0,7.0,13.0,138.0,,0.629,0.601,0.433,0.125,37.8,77.3,57.3,67.9,11.4,9.4,6.0,100.0,143.1,103.7,,,16.0,21.0,0.762,8.0,11.0,0.727,6.0,6.0,1.0,8.0,5.0,12.0,9.0,3.0,2.0,4.0,4.0,41.0,37.0,0.956,0.952,0.833,0.75,42.5,48.1,32.2,52.7,7.1,7.3,31.3,30.5,200.0,109.0,NOP,138,1,2024,2024-02-05,False
23,240.0,240.0,53.0,104.0,0.51,19.0,45.0,0.422,13.0,13.0,1.0,17.0,34.0,51.0,36.0,11.0,5.0,7.0,13.0,138.0,,0.629,0.601,0.433,0.125,37.8,77.3,57.3,67.9,11.4,9.4,6.0,100.0,143.1,103.7,,,16.0,21.0,0.762,8.0,11.0,0.727,6.0,6.0,1.0,8.0,5.0,12.0,9.0,3.0,2.0,4.0,4.0,41.0,37.0,0.956,0.952,0.833,0.75,42.5,48.1,32.2,52.7,7.1,7.3,31.3,30.5,200.0,109.0,NOP,138,1,0,240.0,240.0,40.0,84.0,0.476,10.0,31.0,0.323,10.0,15.0,0.667,10.0,28.0,38.0,27.0,4.0,6.0,18.0,12.0,100.0,,0.552,0.536,0.369,0.179,22.7,62.2,42.7,67.5,4.1,10.2,16.6,100.0,103.7,143.1,,,9.0,16.0,1.0,4.0,8.0,0.5,5.0,6.0,1.0,2.0,8.0,9.0,6.0,1.0,2.0,4.0,3.0,22.0,-4.0,0.935,1.0,0.5,2.0,9.1,44.4,27.0,34.9,4.1,6.8,44.4,33.1,168.0,152.0,TOR,100,0,2024,2024-02-05,True
24,240.0,240.0,45.0,84.0,0.536,10.0,24.0,0.417,11.0,15.0,0.733,7.0,30.0,37.0,22.0,7.0,3.0,10.0,18.0,111.0,,0.613,0.595,0.286,0.179,20.6,76.9,50.7,48.9,7.6,6.1,9.9,100.0,120.4,107.4,,,17.0,25.0,1.0,4.0,7.0,0.571,6.0,6.0,1.0,1.0,5.0,6.0,7.0,2.0,1.0,3.0,3.0,38.0,16.0,1.0,1.0,1.0,2.0,6.9,29.2,18.7,28.3,4.8,4.6,36.1,33.4,173.0,116.0,ORL,111,0,1,240.0,240.0,36.0,80.0,0.45,8.0,31.0,0.258,19.0,22.0,0.864,9.0,27.0,36.0,22.0,6.0,5.0,15.0,18.0,99.0,,0.552,0.5,0.388,0.275,23.1,79.4,49.3,61.1,6.5,8.3,14.3,100.0,107.4,120.4,,,7.0,14.0,1.0,2.0,7.0,0.667,5.0,7.0,1.0,4.0,5.0,7.0,7.0,2.0,3.0,3.0,5.0,18.0,3.0,1.008,1.0,0.8,0.5,28.4,32.6,30.3,76.7,3.3,8.7,50.0,28.6,222.0,128.0,DET,99,1,2024,2024-02-04,True
25,240.0,240.0,36.0,80.0,0.45,8.0,31.0,0.258,19.0,22.0,0.864,9.0,27.0,36.0,22.0,6.0,5.0,15.0,18.0,99.0,,0.552,0.5,0.388,0.275,23.1,79.4,49.3,61.1,6.5,8.3,14.3,100.0,107.4,120.4,,,7.0,14.0,1.0,2.0,7.0,0.667,5.0,7.0,1.0,4.0,5.0,7.0,7.0,2.0,3.0,3.0,5.0,18.0,3.0,1.008,1.0,0.8,0.5,28.4,32.6,30.3,76.7,3.3,8.7,50.0,28.6,222.0,128.0,DET,99,1,0,240.0,240.0,45.0,84.0,0.536,10.0,24.0,0.417,11.0,15.0,0.733,7.0,30.0,37.0,22.0,7.0,3.0,10.0,18.0,111.0,,0.613,0.595,0.286,0.179,20.6,76.9,50.7,48.9,7.6,6.1,9.9,100.0,120.4,107.4,,,17.0,25.0,1.0,4.0,7.0,0.571,6.0,6.0,1.0,1.0,5.0,6.0,7.0,2.0,1.0,3.0,3.0,38.0,16.0,1.0,1.0,1.0,2.0,6.9,29.2,18.7,28.3,4.8,4.6,36.1,33.4,173.0,116.0,ORL,111,0,2024,2024-02-04,False
26,240.0,240.0,47.0,94.0,0.5,14.0,32.0,0.438,19.0,21.0,0.905,10.0,30.0,40.0,27.0,6.0,11.0,4.0,22.0,127.0,,0.615,0.574,0.34,0.223,23.3,75.0,48.2,57.4,6.3,21.6,3.7,100.0,134.1,130.9,,,17.0,27.0,1.0,7.0,9.0,1.0,10.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,3.0,2.0,4.0,51.0,10.0,1.389,1.5,1.0,1.5,20.4,53.4,29.0,31.4,2.7,15.7,41.0,34.7,185.0,140.0,PHI,127,0,1,240.0,240.0,45.0,87.0,0.517,12.0,36.0,0.333,22.0,25.0,0.88,10.0,33.0,43.0,36.0,3.0,9.0,9.0,15.0,124.0,,0.633,0.586,0.414,0.287,25.0,76.7,51.8,80.0,3.2,14.5,8.4,100.0,130.9,134.1,,,10.0,15.0,1.0,4.0,9.0,1.0,7.0,7.0,1.0,3.0,8.0,10.0,10.0,1.0,4.0,3.0,2.0,28.0,5.0,1.0,1.0,0.667,1.75,25.1,31.1,28.2,39.3,2.0,21.6,25.0,33.9,211.0,142.0,UTA,124,1,2024,2024-02-01,True
27,240.0,240.0,45.0,87.0,0.517,12.0,36.0,0.333,22.0,25.0,0.88,10.0,33.0,43.0,36.0,3.0,9.0,9.0,15.0,124.0,,0.633,0.586,0.414,0.287,25.0,76.7,51.8,80.0,3.2,14.5,8.4,100.0,130.9,134.1,,,10.0,15.0,1.0,4.0,9.0,1.0,7.0,7.0,1.0,3.0,8.0,10.0,10.0,1.0,4.0,3.0,2.0,28.0,5.0,1.0,1.0,0.667,1.75,25.1,31.1,28.2,39.3,2.0,21.6,25.0,33.9,211.0,142.0,UTA,124,1,0,240.0,240.0,47.0,94.0,0.5,14.0,32.0,0.438,19.0,21.0,0.905,10.0,30.0,40.0,27.0,6.0,11.0,4.0,22.0,127.0,,0.615,0.574,0.34,0.223,23.3,75.0,48.2,57.4,6.3,21.6,3.7,100.0,134.1,130.9,,,17.0,27.0,1.0,7.0,9.0,1.0,10.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,3.0,2.0,4.0,51.0,10.0,1.389,1.5,1.0,1.5,20.4,53.4,29.0,31.4,2.7,15.7,41.0,34.7,185.0,140.0,PHI,127,0,2024,2024-02-01,False
28,240.0,240.0,39.0,84.0,0.464,15.0,41.0,0.366,15.0,25.0,0.6,7.0,25.0,32.0,27.0,8.0,3.0,11.0,21.0,108.0,,0.568,0.554,0.488,0.298,14.9,67.6,38.1,69.2,8.1,6.7,10.4,100.0,109.9,125.2,,,11.0,20.0,0.75,4.0,8.0,0.667,11.0,15.0,1.0,2.0,6.0,7.0,13.0,3.0,2.0,5.0,5.0,33.0,11.0,1.0,1.0,1.0,1.0,25.0,29.8,16.7,61.4,5.3,5.7,36.2,77.6,187.0,135.0,MIL,108,0,1,240.0,240.0,43.0,89.0,0.483,17.0,44.0,0.386,20.0,24.0,0.833,12.0,40.0,52.0,31.0,3.0,3.0,16.0,24.0,123.0,,0.618,0.579,0.494,0.27,32.4,85.1,61.9,72.1,3.1,7.0,13.8,100.0,125.2,109.9,,,8.0,15.0,0.667,5.0,10.0,0.556,6.0,7.0,1.0,3.0,10.0,10.0,6.0,1.0,3.0,4.0,4.0,21.0,24.0,0.799,0.75,1.0,0.8,16.1,41.2,23.6,35.0,2.0,12.5,20.8,32.5,168.0,115.0,UTA,123,1,2024,2024-02-04,False
29,240.0,240.0,43.0,89.0,0.483,17.0,44.0,0.386,20.0,24.0,0.833,12.0,40.0,52.0,31.0,3.0,3.0,16.0,24.0,123.0,,0.618,0.579,0.494,0.27,32.4,85.1,61.9,72.1,3.1,7.0,13.8,100.0,125.2,109.9,,,8.0,15.0,0.667,5.0,10.0,0.556,6.0,7.0,1.0,3.0,10.0,10.0,6.0,1.0,3.0,4.0,4.0,21.0,24.0,0.799,0.75,1.0,0.8,16.1,41.2,23.6,35.0,2.0,12.5,20.8,32.5,168.0,115.0,UTA,123,1,0,240.0,240.0,39.0,84.0,0.464,15.0,41.0,0.366,15.0,25.0,0.6,7.0,25.0,32.0,27.0,8.0,3.0,11.0,21.0,108.0,,0.568,0.554,0.488,0.298,14.9,67.6,38.1,69.2,8.1,6.7,10.4,100.0,109.9,125.2,,,11.0,20.0,0.75,4.0,8.0,0.667,11.0,15.0,1.0,2.0,6.0,7.0,13.0,3.0,2.0,5.0,5.0,33.0,11.0,1.0,1.0,1.0,1.0,25.0,29.8,16.7,61.4,5.3,5.7,36.2,77.6,187.0,135.0,MIL,108,0,2024,2024-02-04,True
30,240.0,240.0,40.0,91.0,0.44,11.0,33.0,0.333,15.0,20.0,0.75,8.0,29.0,37.0,17.0,11.0,5.0,14.0,18.0,106.0,,0.531,0.5,0.363,0.22,16.0,80.6,43.0,42.5,10.5,8.1,12.3,100.0,100.9,128.5,,,10.0,17.0,1.0,6.0,11.0,0.545,7.0,8.0,1.0,3.0,6.0,7.0,6.0,3.0,2.0,4.0,6.0,28.0,-1.0,0.901,1.0,0.688,0.471,8.7,33.6,16.4,33.9,5.8,7.6,57.1,27.3,142.0,136.0,TOR,106,0,1,240.0,240.0,55.0,93.0,0.591,11.0,31.0,0.355,14.0,17.0,0.824,7.0,42.0,49.0,30.0,9.0,3.0,14.0,20.0,135.0,,0.672,0.651,0.333,0.183,19.4,84.0,57.0,54.5,8.6,5.2,12.2,100.0,128.5,100.9,,,10.0,17.0,1.0,3.0,7.0,0.5,4.0,4.0,1.0,3.0,12.0,13.0,8.0,2.0,1.0,2.0,4.0,25.0,27.0,1.064,1.0,1.0,2.0,34.3,74.2,57.5,34.9,11.8,3.5,50.0,41.9,200.0,109.0,HOU,135,1,2024,2024-02-02,False
31,240.0,240.0,55.0,93.0,0.591,11.0,31.0,0.355,14.0,17.0,0.824,7.0,42.0,49.0,30.0,9.0,3.0,14.0,20.0,135.0,,0.672,0.651,0.333,0.183,19.4,84.0,57.0,54.5,8.6,5.2,12.2,100.0,128.5,100.9,,,10.0,17.0,1.0,3.0,7.0,0.5,4.0,4.0,1.0,3.0,12.0,13.0,8.0,2.0,1.0,2.0,4.0,25.0,27.0,1.064,1.0,1.0,2.0,34.3,74.2,57.5,34.9,11.8,3.5,50.0,41.9,200.0,109.0,HOU,135,1,0,240.0,240.0,40.0,91.0,0.44,11.0,33.0,0.333,15.0,20.0,0.75,8.0,29.0,37.0,17.0,11.0,5.0,14.0,18.0,106.0,,0.531,0.5,0.363,0.22,16.0,80.6,43.0,42.5,10.5,8.1,12.3,100.0,100.9,128.5,,,10.0,17.0,1.0,6.0,11.0,0.545,7.0,8.0,1.0,3.0,6.0,7.0,6.0,3.0,2.0,4.0,6.0,28.0,-1.0,0.901,1.0,0.688,0.471,8.7,33.6,16.4,33.9,5.8,7.6,57.1,27.3,142.0,136.0,TOR,106,0,2024,2024-02-02,True
32,240.0,240.0,54.0,88.0,0.614,11.0,25.0,0.44,21.0,26.0,0.808,9.0,33.0,42.0,33.0,13.0,6.0,17.0,12.0,140.0,,0.704,0.676,0.284,0.295,29.0,71.7,54.5,61.1,12.3,9.4,14.6,100.0,132.8,106.3,,,16.0,21.0,1.0,4.0,5.0,1.0,7.0,7.0,1.0,4.0,9.0,13.0,8.0,2.0,2.0,3.0,4.0,43.0,30.0,1.0,1.0,1.0,4.0,24.8,40.7,32.5,38.0,11.5,19.5,66.7,34.7,168.0,115.0,PHO,140,0,1,240.0,240.0,47.0,96.0,0.49,7.0,32.0,0.219,11.0,17.0,0.647,13.0,22.0,35.0,32.0,11.0,4.0,18.0,19.0,112.0,,0.541,0.526,0.333,0.177,28.3,71.0,45.5,68.1,10.4,6.3,14.8,100.0,106.3,132.8,,,10.0,15.0,1.0,3.0,7.0,1.0,3.0,4.0,1.0,5.0,5.0,10.0,8.0,3.0,2.0,5.0,4.0,24.0,3.0,0.952,1.0,0.538,0.5,22.4,39.1,26.8,51.8,13.1,11.0,75.0,31.2,193.0,141.0,WAS,112,1,2024,2024-02-04,True
33,240.0,240.0,47.0,96.0,0.49,7.0,32.0,0.219,11.0,17.0,0.647,13.0,22.0,35.0,32.0,11.0,4.0,18.0,19.0,112.0,,0.541,0.526,0.333,0.177,28.3,71.0,45.5,68.1,10.4,6.3,14.8,100.0,106.3,132.8,,,10.0,15.0,1.0,3.0,7.0,1.0,3.0,4.0,1.0,5.0,5.0,10.0,8.0,3.0,2.0,5.0,4.0,24.0,3.0,0.952,1.0,0.538,0.5,22.4,39.1,26.8,51.8,13.1,11.0,75.0,31.2,193.0,141.0,WAS,112,1,0,240.0,240.0,54.0,88.0,0.614,11.0,25.0,0.44,21.0,26.0,0.808,9.0,33.0,42.0,33.0,13.0,6.0,17.0,12.0,140.0,,0.704,0.676,0.284,0.295,29.0,71.7,54.5,61.1,12.3,9.4,14.6,100.0,132.8,106.3,,,16.0,21.0,1.0,4.0,5.0,1.0,7.0,7.0,1.0,4.0,9.0,13.0,8.0,2.0,2.0,3.0,4.0,43.0,30.0,1.0,1.0,1.0,4.0,24.8,40.7,32.5,38.0,11.5,19.5,66.7,34.7,168.0,115.0,PHO,140,0,2024,2024-02-04,False
34,240.0,240.0,38.0,94.0,0.404,19.0,36.0,0.528,19.0,26.0,0.731,15.0,37.0,52.0,30.0,11.0,2.0,7.0,8.0,114.0,,0.541,0.505,0.383,0.277,27.3,72.5,49.1,78.9,11.4,4.1,6.2,100.0,117.9,108.6,,,10.0,20.0,0.75,7.0,10.0,0.7,5.0,7.0,1.0,6.0,8.0,10.0,14.0,3.0,1.0,3.0,3.0,32.0,17.0,0.784,0.75,0.556,0.625,16.3,100.0,59.1,54.1,9.3,3.0,27.6,55.7,179.0,121.0,LAL,114,0,1,240.0,240.0,41.0,97.0,0.423,16.0,48.0,0.333,7.0,7.0,1.0,14.0,40.0,54.0,30.0,4.0,12.0,15.0,19.0,105.0,,0.525,0.505,0.495,0.072,27.5,72.7,50.9,73.2,4.1,20.7,13.0,100.0,108.6,117.9,,,8.0,21.0,0.6,5.0,10.0,0.556,2.0,2.0,1.0,4.0,9.0,9.0,7.0,1.0,5.0,4.0,5.0,23.0,13.0,1.136,0.773,1.0,0.2,46.7,43.3,24.7,58.1,2.1,14.0,30.8,27.2,247.0,131.0,BOS,105,1,2024,2024-02-01,True
35,240.0,240.0,41.0,97.0,0.423,16.0,48.0,0.333,7.0,7.0,1.0,14.0,40.0,54.0,30.0,4.0,12.0,15.0,19.0,105.0,,0.525,0.505,0.495,0.072,27.5,72.7,50.9,73.2,4.1,20.7,13.0,100.0,108.6,117.9,,,8.0,21.0,0.6,5.0,10.0,0.556,2.0,2.0,1.0,4.0,9.0,9.0,7.0,1.0,5.0,4.0,5.0,23.0,13.0,1.136,0.773,1.0,0.2,46.7,43.3,24.7,58.1,2.1,14.0,30.8,27.2,247.0,131.0,BOS,105,1,0,240.0,240.0,38.0,94.0,0.404,19.0,36.0,0.528,19.0,26.0,0.731,15.0,37.0,52.0,30.0,11.0,2.0,7.0,8.0,114.0,,0.541,0.505,0.383,0.277,27.3,72.5,49.1,78.9,11.4,4.1,6.2,100.0,117.9,108.6,,,10.0,20.0,0.75,7.0,10.0,0.7,5.0,7.0,1.0,6.0,8.0,10.0,14.0,3.0,1.0,3.0,3.0,32.0,17.0,0.784,0.75,0.556,0.625,16.3,100.0,59.1,54.1,9.3,3.0,27.6,55.7,179.0,121.0,LAL,114,0,2024,2024-02-01,False
36,240.0,240.0,41.0,92.0,0.446,14.0,31.0,0.452,10.0,14.0,0.714,7.0,28.0,35.0,22.0,12.0,4.0,14.0,21.0,106.0,,0.54,0.522,0.337,0.152,14.6,90.3,44.3,53.7,11.9,10.3,12.5,100.0,104.8,124.6,,,11.0,19.0,0.667,5.0,8.0,1.0,3.0,4.0,1.0,3.0,8.0,11.0,4.0,4.0,2.0,5.0,5.0,28.0,10.0,0.786,0.786,0.75,0.8,16.1,49.9,21.6,26.7,7.7,7.8,33.6,34.5,230.0,134.0,CHO,106,0,1,240.0,240.0,44.0,75.0,0.587,17.0,36.0,0.472,21.0,27.0,0.778,3.0,41.0,44.0,31.0,10.0,10.0,16.0,17.0,126.0,,0.725,0.7,0.48,0.36,9.7,85.4,55.7,70.5,9.9,16.4,15.6,100.0,124.6,104.8,,,11.0,15.0,0.8,3.0,6.0,1.0,8.0,10.0,1.0,1.0,7.0,8.0,9.0,5.0,3.0,3.0,3.0,31.0,34.0,1.0,1.0,1.0,1.0,20.3,39.4,31.9,54.9,7.9,10.3,60.0,35.0,191.0,115.0,OKC,126,1,2024,2024-02-02,False
37,240.0,240.0,44.0,75.0,0.587,17.0,36.0,0.472,21.0,27.0,0.778,3.0,41.0,44.0,31.0,10.0,10.0,16.0,17.0,126.0,,0.725,0.7,0.48,0.36,9.7,85.4,55.7,70.5,9.9,16.4,15.6,100.0,124.6,104.8,,,11.0,15.0,0.8,3.0,6.0,1.0,8.0,10.0,1.0,1.0,7.0,8.0,9.0,5.0,3.0,3.0,3.0,31.0,34.0,1.0,1.0,1.0,1.0,20.3,39.4,31.9,54.9,7.9,10.3,60.0,35.0,191.0,115.0,OKC,126,1,0,240.0,240.0,41.0,92.0,0.446,14.0,31.0,0.452,10.0,14.0,0.714,7.0,28.0,35.0,22.0,12.0,4.0,14.0,21.0,106.0,,0.54,0.522,0.337,0.152,14.6,90.3,44.3,53.7,11.9,10.3,12.5,100.0,104.8,124.6,,,11.0,19.0,0.667,5.0,8.0,1.0,3.0,4.0,1.0,3.0,8.0,11.0,4.0,4.0,2.0,5.0,5.0,28.0,10.0,0.786,0.786,0.75,0.8,16.1,49.9,21.6,26.7,7.7,7.8,33.6,34.5,230.0,134.0,CHO,106,0,2024,2024-02-02,True
38,240.0,240.0,52.0,89.0,0.584,21.0,35.0,0.6,24.0,31.0,0.774,8.0,28.0,36.0,32.0,8.0,5.0,7.0,19.0,149.0,,0.726,0.702,0.393,0.348,23.5,68.3,48.0,61.5,8.0,8.9,6.4,100.0,148.3,143.3,,,13.0,20.0,1.0,6.0,9.0,1.0,10.0,10.0,1.0,2.0,7.0,9.0,10.0,2.0,1.0,2.0,3.0,36.0,12.0,1.125,1.125,0.643,0.8,14.5,39.3,27.6,28.8,3.6,4.1,15.0,27.3,229.0,151.0,LAC,149,0,1,240.0,240.0,51.0,95.0,0.537,20.0,39.0,0.513,22.0,27.0,0.815,13.0,26.0,39.0,35.0,5.0,4.0,11.0,22.0,144.0,,0.674,0.642,0.411,0.284,31.7,76.5,52.0,68.6,5.0,7.4,9.3,100.0,143.3,148.3,,,10.0,18.0,1.0,4.0,8.0,1.0,6.0,6.0,1.0,4.0,6.0,7.0,12.0,2.0,2.0,5.0,5.0,27.0,4.0,1.5,1.5,1.0,0.625,13.7,37.4,23.8,40.1,7.4,13.0,23.1,30.7,276.0,152.0,ATL,144,1,2024,2024-02-05,True
39,240.0,240.0,51.0,95.0,0.537,20.0,39.0,0.513,22.0,27.0,0.815,13.0,26.0,39.0,35.0,5.0,4.0,11.0,22.0,144.0,,0.674,0.642,0.411,0.284,31.7,76.5,52.0,68.6,5.0,7.4,9.3,100.0,143.3,148.3,,,10.0,18.0,1.0,4.0,8.0,1.0,6.0,6.0,1.0,4.0,6.0,7.0,12.0,2.0,2.0,5.0,5.0,27.0,4.0,1.5,1.5,1.0,0.625,13.7,37.4,23.8,40.1,7.4,13.0,23.1,30.7,276.0,152.0,ATL,144,1,0,240.0,240.0,52.0,89.0,0.584,21.0,35.0,0.6,24.0,31.0,0.774,8.0,28.0,36.0,32.0,8.0,5.0,7.0,19.0,149.0,,0.726,0.702,0.393,0.348,23.5,68.3,48.0,61.5,8.0,8.9,6.4,100.0,148.3,143.3,,,13.0,20.0,1.0,6.0,9.0,1.0,10.0,10.0,1.0,2.0,7.0,9.0,10.0,2.0,1.0,2.0,3.0,36.0,12.0,1.125,1.125,0.643,0.8,14.5,39.3,27.6,28.8,3.6,4.1,15.0,27.3,229.0,151.0,LAC,149,0,2024,2024-02-05,False
40,240.0,240.0,31.0,88.0,0.352,10.0,30.0,0.333,18.0,27.0,0.667,10.0,31.0,41.0,20.0,10.0,7.0,11.0,26.0,90.0,,0.451,0.409,0.341,0.307,17.5,73.8,41.4,64.5,10.0,11.7,9.9,100.0,89.6,110.5,,,7.0,15.0,1.0,3.0,8.0,1.0,4.0,6.0,1.0,4.0,6.0,10.0,7.0,2.0,4.0,3.0,5.0,15.0,10.0,1.0,1.0,1.0,1.0,17.1,46.3,29.5,100.0,6.1,12.1,18.8,40.0,222.0,119.0,HOU,90,0,1,240.0,240.0,40.0,90.0,0.444,11.0,30.0,0.367,20.0,27.0,0.741,11.0,47.0,58.0,21.0,6.0,11.0,15.0,19.0,111.0,,0.545,0.506,0.333,0.3,26.2,82.5,58.6,52.5,6.0,19.0,12.8,100.0,110.5,89.6,,,11.0,22.0,1.0,4.0,8.0,1.0,6.0,8.0,1.0,3.0,10.0,13.0,9.0,1.0,4.0,4.0,4.0,32.0,32.0,1.25,1.25,0.75,0.667,10.9,39.5,22.7,48.9,2.9,10.5,33.3,36.2,250.0,102.0,MIN,111,1,2024,2024-02-04,False
41,240.0,240.0,40.0,90.0,0.444,11.0,30.0,0.367,20.0,27.0,0.741,11.0,47.0,58.0,21.0,6.0,11.0,15.0,19.0,111.0,,0.545,0.506,0.333,0.3,26.2,82.5,58.6,52.5,6.0,19.0,12.8,100.0,110.5,89.6,,,11.0,22.0,1.0,4.0,8.0,1.0,6.0,8.0,1.0,3.0,10.0,13.0,9.0,1.0,4.0,4.0,4.0,32.0,32.0,1.25,1.25,0.75,0.667,10.9,39.5,22.7,48.9,2.9,10.5,33.3,36.2,250.0,102.0,MIN,111,1,0,240.0,240.0,31.0,88.0,0.352,10.0,30.0,0.333,18.0,27.0,0.667,10.0,31.0,41.0,20.0,10.0,7.0,11.0,26.0,90.0,,0.451,0.409,0.341,0.307,17.5,73.8,41.4,64.5,10.0,11.7,9.9,100.0,89.6,110.5,,,7.0,15.0,1.0,3.0,8.0,1.0,4.0,6.0,1.0,4.0,6.0,10.0,7.0,2.0,4.0,3.0,5.0,15.0,10.0,1.0,1.0,1.0,1.0,17.1,46.3,29.5,100.0,6.1,12.1,18.8,40.0,222.0,119.0,HOU,90,0,2024,2024-02-04,True
